Tier,Gene,Homo_sapiens,Macaca_mulatta,Mus_musculus,Rattus_norvegicus,Ailuropoda_melanoleuca,Aotus_nancymaae,Bos_taurus,Callithrix_jacchus,Camelus_dromedarius,Canis_lupus_familiaris,Capra_hircus,Cavia_porcellus,Ceratotherium_simum_simum,Cercocebus_atys,Chinchilla_lanigera,Chlorocebus_sabaeus,Chrysochloris_asiatica,Condylura_cristata,Cricetulus_griseus,Dasypus_novemcinctus,Dipodomys_ordii,Echinops_telfairi,Elephantulus_edwardii,Eptesicus_fuscus,Equus_caballus,Erinaceus_europaeus,Felis_catus,Galeopterus_variegatus,Gorilla_gorilla_gorilla,Heterocephalus_glaber,Ictidomys_tridecemlineatus,Jaculus_jaculus,Loxodonta_africana,Macaca_fascicularis,Macaca_nemestrina,Mandrillus_leucophaeus,Manis_javanica,Mesocricetus_auratus,Microcebus_murinus,Microtus_ochrogaster,Miniopterus_natalensis,Monodelphis_domestica,Mustela_putorius_furo,Nannospalax_galili,Nomascus_leucogenys,Ochotona_princeps,Octodon_degus,Odobenus_rosmarus_divergens,Orcinus_orca,Oryctolagus_cuniculus,Otolemur_garnettii,Ovis_aries,Pan_paniscus,Pan_troglodytes,Papio_anubis,Pongo_abelii,Propithecus_coquereli,Pteropus_vampyrus,Rhinopithecus_roxellana,Rousettus_aegyptiacus,Saimiri_boliviensis_boliviensis,Sorex_araneus,Sus_scrofa,Trichechus_manatus_latirostris,Tupaia_chinensis,Tursiops_truncatus
None,GHSR,NM_198407,xm_001084886.3,xm_017319513.1,xm_017591142.1,xm_002921588.2,xm_012466678.1,xm_010801372.1,nm_001257223.1,xm_010976281.1,nm_001099945.1,xm_005675309.2,nm_001311080.1,xm_004424733.2,xm_012060719.1,xm_005383008.2,xm_007972093.1,xm_006861843.1,xm_004674966.1,xm_003499792.2,xm_004463952.1,xm_013016199.1,xm_004704079.1,xm_006890348.1,xm_008142377.1,xm_001494000.3,xm_007518395.2,xm_003991905.3,xm_008566857.1,xm_004038010.2,xm_004834603.1,xm_005332465.1,xm_004652338.1,xm_003416235.2,xm_005546393.2,xm_011714202.1,xm_011998292.1,xm_017639830.1,xm_005069756.2,xm_012736384.1,xm_005343903.1,xm_016208239.1,xm_001363145.3,nm_001310165.1,xm_008840349.1,xm_003256467.1,xm_004591295.1,xm_004633445.1,xm_004393249.1,xm_004270543.1,nm_001099968.1,xm_003794292.1,xm_015091606.1,xm_003831941.1,xm_003310101.3,xm_003894827.2,xm_002814288.3,xm_012640192.1,xm_011380444.1,xm_010356909.1,xm_016161284.1,xm_003925107.2,xm_004621355.1,nm_214180.1,xm_004383476.1,xm_006155051.1,xm_004328327.2
None,GIPR,NM_000164,xm_015124289.1,nm_001080815.1,xm_017588800.1,xm_019809253.1,xm_012446505.1,xm_015467587.1,xm_017968207.1,xm_010987625.1,xm_005616439.2,xm_018063190.1,xm_013146904.1,xm_004440160.2,xm_012080550.1,xm_013509507.1,xm_007997240.1,xm_006871471.1,xm_012733823.1,xm_007609407.1,xm_004481559.1,xm_013032589.1,xm_013006619.1,xm_006901271.1,xm_008158401.1,xm_001917029.3,xm_007532223.2,xm_003997676.4,xm_008578603.1,xm_019016233.1,xm_013066302.1,xm_005338273.2,xm_004672957.1,xm_010586915.1,xm_005589605.2,xm_011736239.1,xm_011975146.1,xm_017652101.1,xm_005086338.2,xm_012761441.2,xm_005370272.1,xm_016212590.1,xm_016422309.1,xm_004767574.2,xm_008852047.1,xm_012496656.1,xm_004598027.2,xm_004644403.1,xm_012562588.1,xm_004271352.1,xm_017339732.1,xm_012811217.1,xm_015100601.1,xm_008970858.1,xm_016936233.1,xm_003915730.3,xm_002829421.2,xm_012653325.1,xm_011367939.1,xm_010377467.1,xm_016155295.1,xm_010351151.1,xm_004607813.1,xm_013992281.1,xm_004381785.1,xm_014582750.1,xm_019934986.1
None,GLP1R,NM_002062,xm_015136286.1,nm_021332.2,nm_012728.1,xm_019807252.1,xm_012464349.1,xm_015468875.1,xm_017970782.1,xm_010977347.1,xm_014118246.1,xm_018039225.1,xm_013156595.1,xm_014782564.1,xm_012074165.1,xm_013517124.1,xm_007972724.1,xm_006860580.1,xm_004673997.1,xm_007630248.1,xm_012525832.1,xm_013029567.1,xm_013006759.1,xm_006882020.1,xm_008152021.1,xm_014734596.1,xm_007517828.1,xm_019831583.1,xm_008591277.1,xm_004043956.2,xm_004846646.1,xm_005318883.2,xm_004649528.2,xm_003404206.1,nm_001287663.1,xm_011729347.1,xm_011986635.1,xm_017659827.1,xm_013113824.1,xm_012746948.2,xm_005360311.1,xm_016223662.1,xm_007483834.2,xm_013061116.1,xm_008840042.2,xm_003276922.1,xm_012928475.1,xm_012515676.1,xm_004411647.1,xm_004267645.1,xm_002714692.3,xm_012804719.1,xm_015102582.1,xm_003818877.2,xm_527380.5,xm_003897563.3,xm_002816840.1,xm_012658136.1,xm_011354560.1,xm_010389723.1,xm_016154323.1,xm_003923334.2,xm_012935161.1,nm_001256594.1,xm_012556415.1,xm_006148666.2,xm_019949612.1
None,GLP2R,NM_004246,xm_001113520.3,nm_175681.3,nm_021848.1,xm_019793222.1,xm_012457591.1,xm_589370.6,xm_017972283.1,xm_010991773.1,xm_005620322.1,xm_005694224.3,xm_003466327.2,xm_004433063.2,xm_012050898.1,xm_013522035.1,xm_008010348.1,xm_006863423.1,xm_004685085.1,xm_007628339.2,xm_004460224.2,xm_013013102.1,xm_013006298.1,xm_006898576.1,xm_008153458.1,xm_001503249.3,xm_007523563.1,xm_019817166.1,xm_008584391.1,xm_019013027.1,xm_004857524.1,xm_005332872.2,xm_004663136.1,xm_003416788.1,xm_005582887.2,xm_011727403.1,xm_011973159.1,xm_017658647.1,nm_001281408.1,xm_012748000.2,xm_005349835.1,xm_016222409.1,xm_007482980.1,xm_013060442.1,xm_008855731.1,xm_003274673.2,xm_004594745.1,xm_004645176.1,xm_004398619.2,xm_004266843.2,xm_008270729.2,xm_003791093.2,xm_004013306.3,xm_003818091.3,xm_523787.5,xm_017950152.1,xm_002827026.3,xm_012653932.1,xm_011359123.1,xm_010358266.1,xm_016154643.1,xm_003929237.2,xm_004603989.1,nm_001246266.1,xm_004375982.1,xm_006156408.2,xm_019944105.1
None,GNRHR,NM_000406,xm_001109227.3,nm_010323.2,nm_031038.3,xm_002926719.2,xm_012473434.1,nm_177514.2,xm_002745789.3,xm_010994695.1,nm_001003121.1,nm_001285612.1,nm_001172957.2,xm_004419109.2,xm_012082737.1,xm_005392835.2,xm_007998574.1,xm_006874814.1,xm_004681261.1,xm_003513878.3,xm_004466873.1,xm_013008933.1,xm_004706291.1,xm_006902720.1,xm_008158732.1,nm_001081836.1,xm_007530333.1,nm_001287228.1,xm_008587355.1,xm_004038735.2,xm_004849652.1,xm_005331712.1,xm_004665372.1,xm_003415902.2,xm_005555188.2,xm_011710812.1,xm_011965391.1,xm_017652998.1,xm_013111969.1,xm_012760966.2,xm_005359418.1,xm_016213212.1,xm_001362252.2,xm_004764316.1,xm_008853823.2,xm_003268425.1,xm_004590854.1,xm_004644084.1,xm_004392873.1,xm_004268348.1,nm_001082738.1,xm_003800969.2,nm_001009397.1,xm_003815810.3,xm_526608.4,xm_003898836.3,xm_009239964.1,xm_012645336.1,xm_011360654.1,xm_010365545.1,xm_016164397.1,xm_003931893.1,xm_004620297.1,xm_005666725.2,xm_004383341.1,xm_006165318.1,xm_004323606.2
None,GNRHR2,NR_002328,xm_015150013.1,,,xm_019805227.1,xm_012471960.1,,nm_001267759.1,xm_010999708.1,,xm_018046015.1,,xm_014779934.1,xm_012075415.1,,xm_007981129.1,xm_006861332.1,xm_004689464.2,,,xm_013018319.1,xm_013008478.1,xm_006899513.1,,xm_005610204.2,xm_007538694.2,,,xm_004026487.2,xm_004853918.2,xm_005341320.2,xm_004665373.1,xm_003421962.2,xm_015430036.1,xm_011736840.1,xm_011995168.1,,,,xm_005359418.1,,xm_007485347.1,xm_004779654.2,,,,xm_004647843.1,xm_012561692.1,,nm_001082738.1,,xm_015091686.1,xm_003806194.3,xm_003949493.3,xm_017946493.1,xm_002810315.2,,,xm_010374440.1,,xm_003944393.2,xm_004619163.1,nm_001001639.2,,xm_006157128.2,
None,GPBAR1,NM_170699,xm_015110969.1,nm_174985.1,xm_006245235.3,xm_002913672.3,xm_012445946.1,nm_175049.3,xm_002749777.3,xm_010988315.1,xm_005640641.2,xm_018059576.1,xm_013160085.1,xm_014785290.1,xm_012062967.1,xm_005395661.2,xm_007966243.1,xm_006867802.1,xm_004674303.2,xm_007616095.2,xm_004469587.1,xm_013037433.1,xm_004701600.1,xm_006891944.1,xm_008145177.1,xm_001491146.3,xm_007519953.2,xm_011285581.2,xm_008570731.1,xm_004033203.2,xm_004864603.2,xm_005330459.2,xm_004662942.1,xm_003405905.2,xm_015432768.1,xm_011740598.1,xm_011964580.1,xm_017645601.1,xm_005088049.2,xm_012740230.1,xm_005361647.1,xm_016196793.1,xm_001366093.3,xm_004762737.2,xm_008825697.2,xm_003272352.2,xm_004576838.1,xm_004641363.1,xm_004417812.1,xm_004262730.2,xm_008258922.2,xm_003784965.2,xm_015093530.1,xm_003818608.2,xm_016950486.1,xm_017946978.1,xm_002812846.2,xm_012642539.1,xm_011358607.1,xm_010360216.1,xm_016156856.1,xm_003925547.2,xm_004617189.1,xm_013984487.1,xm_004376306.1,xm_006157441.2,xm_004321914.2
None,GPER1,NM_001505,xm_001084531.3,xm_006504757.3,xm_006248914.3,xm_011230861.2,xm_012470911.1,xm_015469468.1,xm_002744447.3,xm_010999690.1,xm_005621204.2,xm_018039918.1,xm_005003736.2,xm_004440901.2,xm_012029734.1,xm_005397796.2,xm_008018896.1,xm_006859796.1,xm_004688050.2,xm_003507063.3,xm_012521733.1,xm_013023485.1,xm_004705878.1,xm_006889727.1,xm_008156062.1,xm_005598564.2,xm_007525113.1,xm_003998386.4,xm_008564211.1,xm_019030781.1,xm_004840335.1,xm_005339831.2,xm_012950574.1,xm_010596249.1,xm_015447000.1,xm_011744309.1,xm_011977564.1,xm_017656351.1,xm_013120473.1,xm_020281689.1,xm_005367103.1,xm_016212977.1,xm_016423908.1,xm_004776319.2,xm_008851434.2,xm_012502506.1,xm_004598129.2,xm_004629589.1,xm_004394201.2,xm_004268989.2,xm_008253365.2,xm_012808718.1,xm_015100826.1,xm_003819716.2,xm_016946226.1,xm_009202473.2,nm_001131159.2,xm_012639106.1,xm_011378531.1,xm_010366640.1,xm_016119093.1,xm_003943748.2,xm_012934692.1,xm_013987684.1,xm_004385970.1,xm_006167886.2,xm_019940314.1
None,GPR1,NM_005279,xm_015110726.1,xm_011238518.2,xm_008767077.2,xm_011226547.2,xm_012456832.1,nm_001206545.1,xm_017973663.1,xm_010992059.1,xm_005640583.2,xm_005676421.3,xm_005007229.2,xm_004426838.2,xm_012047643.1,xm_013520685.1,xm_007965977.1,xm_006861943.1,xm_012726037.1,xm_003502119.1,xm_004454663.2,xm_013037889.1,xm_004701564.1,xm_006889156.1,xm_008145293.1,xm_001505118.3,xm_007520211.1,xm_019838531.1,xm_008591584.1,xm_004033099.2,xm_004851156.1,xm_013362782.1,xm_004653550.1,xm_003406109.2,xm_015432107.1,xm_011717949.1,xm_011993874.1,xm_017678862.1,xm_005070647.2,xm_012738894.2,xm_013351644.1,xm_016196889.1,xm_007501871.2,xm_004764233.2,xm_008846180.2,xm_003253982.2,xm_004576900.1,xm_004626638.1,xm_004407486.1,xm_004262806.1,xm_017343061.1,xm_003785003.2,xm_012143725.2,xm_003820790.2,xm_009444077.2,xm_003907852.2,xm_003776061.2,xm_012661231.1,xm_011369674.1,xm_010352653.1,xm_016135073.1,xm_003925618.2,xm_004601305.1,xm_005672113.2,xm_004378269.2,xm_006142453.2,xm_019939062.1
None,GPR101,NM_054021,xm_015128313.1,nm_001033360.3,xm_017602095.1,xm_002919921.1,xm_012472328.1,xm_015470205.1,xm_017968779.1,xm_010993459.1,xm_005641877.2,xm_005700428.2,xm_003464709.2,xm_004441656.1,xm_012074988.1,xm_005404577.1,xm_007992830.1,xm_006874715.1,xm_004685960.1,xm_007627592.1,xm_004457507.1,xm_013025967.1,xm_004713390.1,xm_006881895.1,xm_008160025.1,xm_005614555.1,xm_007524571.2,xm_004000962.2,xm_008593805.1,xm_004064944.1,xm_004862325.1,xm_005325164.1,xm_004654005.1,xm_003420507.1,xm_015444172.1,xm_011740886.1,xm_011994421.1,xm_017677412.1,xm_013123986.1,xm_012782489.1,xm_005358505.1,xm_016218283.1,xm_007507354.2,xm_004773683.2,xm_008840709.1,xm_003272579.1,xm_004587799.1,xm_004639360.1,xm_004410473.1,xm_004278723.1,xm_017349713.1,xm_003797494.1,xm_015105008.1,xm_003812318.1,xm_016944329.1,xm_009198356.1,xm_002832179.1,xm_012655476.1,xm_011382423.1,xm_010389523.1,xm_016118632.1,xm_003940732.2,xm_004606653.1,,xm_004380965.1,xm_006160698.1,xm_019919003.1
None,GPR107,NM_020960,xm_015116557.1,nm_178760.4,nm_001107828.1,xm_011219707.1,xm_012457850.1,nm_001099164.1,xm_017976806.1,xm_010984223.1,xm_537814.5,xm_005687302.3,xm_003470924.3,xm_004423577.2,xm_012039279.1,xm_005408338.2,xm_008005953.1,xm_006834872.1,xm_004677884.2,xm_003513743.3,xm_004463051.2,xm_013021282.1,xm_013007400.1,xm_006892457.1,xm_008152520.1,xm_014736087.1,xm_016189973.1,xm_019816667.1,xm_008578879.1,xm_019033471.1,xm_004849114.2,xm_005321081.2,xm_012952007.1,xm_003407418.2,xm_015436461.1,xm_011711646.1,xm_011971156.1,xm_017647249.1,xm_013124836.1,xm_012772232.2,xm_005346105.2,xm_016196618.1,xm_001369476.3,xm_013058637.1,xm_008825870.1,xm_003264243.3,xm_004593687.1,xm_012516748.1,xm_004392465.1,xm_004269095.1,xm_008251702.2,xm_003794899.2,xm_012161177.2,xm_008975931.1,xm_009457495.2,xm_003911188.3,xm_009244955.1,xm_012639788.1,xm_011364129.1,xm_010360941.1,xm_016133830.1,xm_003940007.2,xm_012933781.1,,xm_004375758.1,xm_006166070.2,xm_019920222.1
None,GPR119,NM_178471,xm_001093395.3,nm_181751.2,nm_181770.1,xm_002918596.3,xm_012458715.1,xm_015470173.1,xm_002763258.3,xm_010991559.1,xm_549255.3,xm_005700381.2,xm_003462242.1,xm_004437288.2,xm_012061074.1,xm_005401235.2,xm_007992685.1,xm_006862825.1,xm_004685802.1,xm_007632385.1,xm_004475930.1,xm_013018067.1,xm_004717786.1,xm_006881869.1,xm_008153889.1,xm_001500119.2,xm_007527625.1,xm_019824280.1,xm_008576785.1,xm_004064849.2,xm_004860062.1,xm_005319305.1,xm_004653965.1,xm_003414834.2,xm_015443841.1,xm_011741073.1,xm_011988830.1,xm_017664738.1,xm_013118239.1,xm_012750384.1,xm_005369527.1,xm_016215962.1,xm_001364911.2,xm_004778699.2,xm_008826727.1,xm_003262320.2,xm_004587697.1,xm_004634503.1,xm_004400239.2,xm_004280547.2,xm_002720293.1,xm_003796942.2,xm_004022384.3,xm_003818942.2,xm_521262.4,xm_003918269.3,xm_002832098.2,xm_012653337.1,xm_011384234.1,xm_010354806.1,xm_016152795.1,xm_003931125.2,xm_004606364.1,xm_013991694.1,xm_004379617.2,xm_006172282.1,xm_004328512.2
None,GPR12,NM_005288,xm_001094268.3,nm_001010941.2,nm_001037295.1,xm_002924214.3,xm_012441793.1,nm_001206330.1,xm_017971765.1,xm_010977097.1,xm_005635524.2,xm_018056584.1,xm_013146138.1,xm_014791232.1,xm_012084845.1,xm_005406351.2,xm_008021789.1,xm_006831930.1,xm_004680161.2,xm_007652208.1,xm_004458511.1,xm_013027286.1,xm_004715405.1,xm_006894122.1,xm_008153371.1,xm_001491248.4,xm_007528604.2,xm_003980266.4,xm_008588956.1,xm_004054286.2,xm_004854816.1,xm_005317049.1,xm_004659975.1,xm_003414058.2,xm_015439089.1,xm_011755622.1,xm_011999960.1,xm_017651129.1,xm_013122814.1,xm_012778527.2,xm_005344697.1,xm_016224825.1,xm_007495252.2,xm_004781476.2,xm_008829320.1,xm_003273141.1,xm_004577571.1,xm_004631044.1,xm_004414695.2,xm_004281776.1,xm_008259883.2,xm_003797626.1,xm_015098171.1,xm_003818343.2,xm_001157503.4,xm_003913695.3,xm_002824106.2,xm_012659651.1,xm_011360240.1,xm_010375086.1,xm_016121916.1,xm_003919729.1,xm_004604561.1,xm_005656830.2,xm_004386571.1,xm_006163274.2,xm_019936425.1
None,GPR132,NM_013345,xm_001096948.3,xm_006516103.2,xm_017594192.1,xm_011236815.2,xm_012471132.1,xm_010825012.2,xm_017977372.1,xm_010998612.1,xm_005623886.1,xm_018066586.1,xm_013144983.1,xm_014790457.1,xm_012084189.1,xm_013507895.1,xm_007988020.1,xm_006839597.1,xm_012724346.1,xm_007622831.2,xm_004482646.2,xm_013017031.1,xm_004699137.1,xm_006902701.1,xm_008158340.1,xm_005605508.2,xm_007518412.1,xm_019833728.1,xm_008574276.1,xm_004055790.2,xm_004836838.2,xm_005334693.2,xm_004665569.1,xm_003408653.1,xm_015454266.1,xm_011755036.1,xm_011982901.1,xm_017674053.1,xm_005068235.1,xm_012746471.2,xm_005343671.1,xm_016221086.1,xm_007473313.2,xm_004754573.2,xm_008821455.1,xm_003276211.1,xm_012926695.1,xm_004645412.1,xm_012560731.1,xm_012538444.1,xm_008252221.2,xm_012813597.1,xm_015102076.1,xm_003806990.2,xm_016926830.1,xm_003902342.3,xm_009249553.1,xm_012665059.1,xm_011377721.1,xm_010376919.1,xm_016121506.1,xm_010343902.1,xm_004603779.1,xm_013989269.1,xm_004376811.1,xm_014592213.1,xm_019933798.1
None,GPR135,NM_022571,xm_001093960.3,nm_181752.1,nm_181771.1,xm_011225696.2,xm_012462423.1,xm_005192426.3,xm_017977134.1,xm_010976723.1,xm_003639218.2,xm_018054090.1,,xm_014784237.1,xm_012061976.1,xm_005399256.1,xm_007986824.1,xm_006864596.1,xm_004695946.2,xm_003512799.2,xm_004452485.2,xm_013013939.1,xm_004715405.1,xm_006891818.1,xm_008138990.1,,xm_007519280.2,xm_006932899.3,xm_008575925.1,xm_004055250.2,xm_004837503.1,xm_005322753.1,xm_004649634.2,xm_003408684.2,xm_005561384.2,xm_011727517.1,xm_011989561.1,xm_017664264.1,xm_013115433.1,xm_012785666.2,xm_005343177.1,xm_016198251.1,xm_001377103.4,xm_004739324.2,xm_008839586.1,xm_004087198.2,xm_012930485.1,xm_004624939.2,xm_004415702.2,xm_004286886.1,xm_017340939.1,xm_012807981.1,xm_015097100.1,xm_014347553.1,xm_016926923.1,xm_017961206.1,xm_002824804.3,xm_012656140.1,xm_011384873.1,xm_010363105.1,xm_016162438.1,xm_010335376.1,xm_004602021.1,xm_003480426.3,xm_012560028.1,xm_006144867.2,xm_019924230.1
None,GPR137,NM_020155,nm_001261715.1,nm_207220.2,nm_001109562.2,xm_011221625.2,xm_012463089.1,nm_001113295.1,xm_002755471.4,xm_010994751.1,xm_014121310.1,xm_013976044.2,xm_003468165.3,xm_004437549.2,xm_012041890.1,xm_005384621.2,xm_007993982.1,xm_006860981.1,xm_012725314.1,xm_003511271.3,xm_004479865.2,xm_013021175.1,xm_013007484.1,xm_006901492.1,xm_008159063.1,xm_005598274.2,xm_007518562.2,xm_006937466.3,xm_008567413.1,xm_004051436.2,xm_013074950.1,xm_013362053.1,xm_004656606.1,xm_010599078.1,xm_015434527.1,xm_011720618.1,xm_011993480.1,xm_017676992.1,xm_013113343.1,xm_012777916.2,xm_005351837.2,xm_016216393.1,xm_007506676.2,xm_013044612.1,xm_017799602.1,xm_012509659.1,xm_004596724.1,xm_004643764.1,xm_004393998.2,xm_012537318.1,xm_008268198.2,xm_012810713.1,xm_004019651.3,xm_008953969.1,xm_009423356.2,xm_009185741.1,xm_002821577.3,xm_012665368.1,xm_011368733.1,xm_010377096.1,xm_016118534.1,xm_003937651.2,xm_004618377.1,xm_013994159.1,xm_004383783.1,xm_006149830.2,xm_004329785.2
None,GPR139,NM_001002911,xm_001085003.3,nm_001024138.1,nm_001024241.1,xm_002928024.3,xm_012464480.1,nm_001192765.1,xm_002755949.2,xm_010982579.1,xm_547108.5,xm_005697544.3,xm_003477775.1,xm_004441816.1,xm_012061837.1,xm_005391121.2,xm_007987090.1,xm_006875957.1,xm_004692091.2,xm_003510875.2,xm_004450398.1,xm_013011490.1,xm_004705742.1,xm_006892656.1,xm_008160020.1,xm_001487885.3,xm_007516548.2,xm_003998794.3,xm_008581583.1,xm_004057292.1,xm_004855826.1,xm_005323715.1,xm_004665438.1,xm_003418802.2,xm_005591385.2,xm_011747095.1,xm_011976067.1,xm_017650176.1,xm_005064491.2,xm_012736035.1,xm_005351065.1,xm_016222644.1,xm_001366522.3,xm_004750278.1,xm_008843867.1,xm_003261480.1,xm_004586781.1,xm_004644213.1,xm_004410299.1,xm_004285713.1,xm_008257814.2,xm_003790703.1,xm_004020808.3,xm_003830550.2,xm_001148556.4,xm_003916618.3,xm_002826198.1,xm_012647618.1,xm_011377535.1,xm_010388558.1,xm_016157031.1,xm_003930145.1,xm_012931741.1,xm_003124564.3,xm_004373302.1,xm_006146591.1,xm_004325407.1
None,GPR141,XM_011515388,xm_015133697.1,xm_006516705.3,nm_181767.1,xm_019802331.1,xm_012461268.1,xm_005198061.3,xm_017975128.1,xm_010975546.1,xm_005628734.2,xm_005679184.3,xm_013152513.1,xm_004419198.2,xm_012084562.1,xm_013521101.1,xm_007981588.1,xm_006832267.1,xm_012720808.1,xm_003506101.1,xm_004454253.2,xm_013036059.1,xm_004708155.1,xm_006887624.1,xm_008150709.1,xm_005609311.2,xm_007535523.1,xm_019825711.1,xm_008587438.1,xm_019030606.1,xm_004840281.1,xm_005319200.1,xm_004668851.1,xm_003406907.1,xm_015447521.1,xm_011769129.1,xm_011972871.1,xm_017640259.1,xm_005071814.2,xm_012777583.2,xm_005369889.1,xm_016222271.1,xm_007505557.1,xm_013051040.1,xm_008845438.1,xm_012496747.1,xm_004582364.1,xm_004629668.1,xm_004414430.1,xm_012533063.1,xm_008261652.2,xm_003788615.1,xm_012176798.2,xm_008967846.1,xm_009452904.2,xm_017956772.1,xm_009242858.1,xm_012638774.1,xm_011362496.1,xm_010381717.1,xm_016156306.1,xm_003930751.2,xm_004606960.1,xm_005673242.2,xm_004385332.1,xm_006143010.1,xm_019925399.1
None,GPR142,nm_181790,xm_015120314.1,xm_006533066.2,xm_006221032.1,xm_002928965.1,xm_012453933.1,xm_015468282.1,xm_017971745.1,xm_010998709.1,xm_540406.3,xm_018064028.1,xm_013147013.1,xm_014789214.1,xm_012042793.1,xm_013508639.1,xm_008011885.1,xm_006869689.1,xm_012732990.1,xm_003495713.1,xm_004469171.1,xm_013036677.1,xm_004709316.1,xm_006886390.1,xm_008156268.1,xm_014736594.1,xm_007525088.1,xm_006940543.2,xm_008565685.1,xm_019028581.1,xm_004861060.1,xm_005335992.1,xm_004673255.1,xm_003417193.1,xm_015438803.1,xm_011719714.1,xm_011972289.1,xm_017643539.1,xm_005070218.1,xm_012778716.2,xm_005350927.1,xm_016216673.1,xm_001364032.4,xm_013054471.1,xm_008831509.1,xm_004093017.1,xm_004593066.1,xm_004630188.1,xm_004401849.1,xm_004275704.1,xm_008251491.1,xm_012802851.1,xm_015098407.1,xm_003813350.3,xm_009433201.2,xm_009191165.2,xm_003778890.2,xm_012662308.1,xm_011375642.1,xm_010387682.1,xm_016143570.1,xm_003931876.1,xm_004621682.1,xm_003482954.1,xm_012554905.1,xm_006145943.1,xm_004323413.2
None,GPR143,NM_000273,xm_001090139.3,nm_010951.3,nm_001106958.1,xm_019793615.1,xm_012433983.1,xm_864344.5,xm_008988930.2,xm_010997933.1,xm_014111479.1,xm_018044006.1,xm_003462688.3,xm_014795522.1,xm_012035961.1,xm_013505616.1,xm_007990992.1,xm_006835701.1,xm_012730235.1,xm_003507548.2,xm_004466280.2,,xm_013008648.1,xm_006892412.1,xm_008161113.1,xm_005613969.2,xm_007538555.2,xm_011291639.2,xm_008593871.1,xm_019019379.1,xm_013066471.1,xm_005335543.2,xm_004667893.1,xm_003420627.1,xm_005592933.2,xm_011735100.1,xm_011966843.1,xm_017656125.1,xm_005085902.2,xm_012782455.2,xm_013350615.1,xm_016207571.1,xm_007500946.2,xm_004758967.2,xm_008829358.2,xm_003282600.2,xm_004599416.2,xm_004647822.1,xm_004401148.2,xm_004265421.2,,xm_012807152.1,xm_015104790.1,xm_003811949.2,xm_016942803.1,xm_003917389.2,xm_002831371.3,xm_012656802.1,xm_011385969.1,xm_010352861.1,xm_016128811.1,xm_003920292.2,xm_012935781.1,xm_003360225.3,xm_004385192.1,xm_006147765.2,xm_019944701.1
None,GPR144,xm_006717348,xm_015116866.1,,,,xm_012457870.1,xm_010818249.2,xm_017978719.1,xm_010984384.1,xm_014117072.1,xm_018063634.1,xm_013153246.1,xm_014781954.1,xm_012039210.1,xm_013513083.1,xm_008006297.1,xm_006878313.1,xm_012731179.1,,xm_004463444.1,xm_013037575.1,xm_013008261.1,xm_006892624.1,xm_008157288.1,xm_014736228.1,xm_016194828.1,xm_019816502.1,xm_008568031.1,xm_004048594.1,xm_013073556.1,xm_013356634.1,xm_012949712.1,xm_010587995.1,xm_015436425.1,xm_011711762.1,xm_011988695.1,xm_017656260.1,,xm_020289601.1,xm_005350836.1,xm_016203120.1,xm_016428402.1,xm_013058811.1,,xm_012508667.1,xm_012929318.1,xm_012516994.1,xm_012562757.1,xm_004269383.1,xm_017350034.1,xm_012802336.1,xm_015093859.1,xm_003808061.1,xm_003312279.2,xm_017949571.1,xm_002827926.3,xm_012639657.1,xm_011364349.1,xm_010365886.1,xm_016137343.1,xm_010351402.1,xm_004621044.1,xm_013993855.1,xm_004375820.1,xm_014591455.1,xm_019949163.1
None,GPR146,NM_138445,xm_015133124.1,xm_006504774.2,xm_017598438.1,xm_019804716.1,xm_012470913.1,nm_001192117.2,xm_017969254.1,,xm_005621202.2,xm_018039919.1,xm_013152643.1,xm_004440902.2,xm_012029732.1,xm_005397798.2,xm_008018891.1,xm_006859884.1,xm_012728999.1,xm_007613677.2,xm_012521733.1,xm_013023489.1,xm_013005561.1,xm_006889726.1,xm_008156020.1,xm_005598559.2,xm_007525069.2,xm_006941854.3,xm_008564200.1,xm_019030778.1,xm_004840336.2,xm_005339832.2,xm_004666340.1,xm_003416641.2,xm_005548982.2,xm_011744313.1,xm_011977556.1,xm_017656353.1,xm_013120475.1,xm_012759169.2,xm_013353817.1,xm_016212975.1,xm_007498316.2,xm_004776321.2,xm_008851432.2,xm_003278678.3,xm_004598162.1,xm_004629588.1,xm_004394118.2,xm_004269054.2,,xm_003795498.2,xm_015104274.1,xm_003819718.2,xm_016946225.1,xm_009202475.1,xm_002817628.3,xm_012639105.1,xm_011378534.1,xm_010366641.1,xm_016119073.1,xm_003943750.2,xm_004617261.1,xm_003480974.3,xm_004385971.1,xm_014583941.1,xm_019940315.1
None,GPR148,NM_207364,xm_015109803.1,,,xm_011217178.2,xm_012434246.1,,xm_002806899.3,,xm_005642462.1,,xm_003478636.1,xm_014782414.1,xm_012090976.1,xm_005397702.2,xm_008019156.1,,xm_004674905.1,,xm_004479315.1,xm_013020677.1,,,,xm_005615015.1,,xm_011285204.1,xm_008564785.1,xm_004032555.2,xm_004836147.1,xm_005315951.1,,,xm_015431922.1,xm_011711817.1,xm_011966855.1,xm_017678250.1,,xm_012761048.1,,,xm_001376543.3,xm_013048586.1,,xm_003278152.2,xm_004600029.1,xm_004634471.1,xm_004417798.1,,xm_008258895.2,xm_003797321.1,,xm_003806110.2,xm_003309244.3,xm_009185158.2,xm_002812354.2,xm_012649911.1,,xm_010378690.1,,xm_003922025.2,,xm_005674563.2,,xm_014582279.1,
